[contents]
count=31
Name=,D:\Users\jbrown\Documents\GitHub\BACandBlue\data\BACandBLUE_SUBSET_FFvsPA_10BB_PROvsREP\JTB-E02-199-14.D
1=,PBM Apex
2=,INT TIC: JTB-E02-199-14.D\data.ms
3=,INT TIC: JTB-E02-199-06.D\data.ms
4=,INT TIC: JTB-E02-199-07.D\data.ms
5=,INT TIC: JTB-E02-199-08.D\data.ms
6=,INT TIC: JTB-E02-199-11.D\data.ms
7=,INT TIC: JTB-E02-199-12.D\data.ms
8=,INT TIC: JTB-E02-199-13.D\data.ms
9=,INT TIC: JTB-E02-199-15.D\data.ms
10=,INT TIC: JTB-E02-199-16.D\data.ms
11=,INT TIC: JTB-E02-199-17.D\data.ms
12=,INT TIC: JTB-E02-200-06.D\data.ms
13=,INT TIC: JTB-E02-200-07.D\data.ms
14=,INT TIC: JTB-E02-200-08.D\data.ms
15=,INT TIC: JTB-E02-200-11.D\data.ms
16=,INT TIC: JTB-E02-200-12.D\data.ms
17=,INT TIC: JTB-E02-200-13.D\data.ms
18=,INT TIC: JTB-E02-200-14.D\data.ms
19=,INT TIC: JTB-E02-200-15.D\data.ms
20=,INT TIC: JTB-E02-200-16.D\data.ms
21=,INT TIC: JTB-E02-200-17.D\data.ms
22=,INT TIC: JTB-E02-201-06.D\data.ms
23=,INT TIC: JTB-E02-201-07.D\data.ms
24=,INT TIC: JTB-E02-201-08.D\data.ms
25=,INT TIC: JTB-E02-201-11.D\data.ms
26=,INT TIC: JTB-E02-201-12.D\data.ms
27=,INT TIC: JTB-E02-201-13.D\data.ms
28=,INT TIC: JTB-E02-201-14.D\data.ms
29=,INT TIC: JTB-E02-201-15.D\data.ms
30=,INT TIC: JTB-E02-201-16.D\data.ms
31=,INT TIC: JTB-E02-201-17.D\data.ms
[PBM Apex]
Time=,Wed Aug 07 15:06:00 2019
Header=,"PK","RT","Area Pct","Library/ID","Ref","CAS","Qual"
130=,130, 31.242, 3582,3589,3598,"VV 4",  88999,  3089615,  0.22,  0.047
131=,131, 31.693, 3637,3645,3653,"VV 4",  33196,  1990793,  0.14,  0.030
132=,132, 32.002, 3670,3683,3691,"VV 4",  52993,  4307223,  0.30,  0.066
133=,133, 33.135, 3815,3822,3832,"VV 4",  49885,  1910102,  0.13,  0.029
134=,134, 34.999, 4042,4052,4064,"PV  ", 271967,  7924281,  0.55,  0.121
[INT TIC: JTB-E02-200-13.D\data.ms]
Time=,Thu Aug 08 10:12:35 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.285,   19,  24,  27,"PV  ",1129598, 16881853,  1.18,  0.259
2=,  2,  2.332,   27,  30,  40,"VV 10",2219546, 46555203,  3.26,  0.713
3=,  3,  2.427,   40,  42,  56,"VV  ", 242014, 10697236,  0.75,  0.164
4=,  4,  2.571,   56,  60,  62,"VV  ", 201950,  4416106,  0.31,  0.068
5=,  5,  2.622,   62,  66,  83,"VV  ",1127429, 28311163,  1.98,  0.434
6=,  6,  2.799,   83,  88,  95,"VV  ", 952660, 23123729,  1.62,  0.354
7=,  7,  2.874,   95,  97, 107,"VV 6", 220037,  8848038,  0.62,  0.136
8=,  8,  3.021,  111, 115, 119,"VV 4", 376833,  7681939,  0.54,  0.118
9=,  9,  3.122,  119, 127, 135,"VV 2",6209808,181708667, 12.72,  2.784
10=, 10,  3.209,  135, 138, 147,"VV 4",1839912, 61659616,  4.31,  0.945
11=, 11,  3.329,  147, 153, 183,"VV  ",8347598,314544032, 22.01,  4.819
12=, 12,  3.592,  183, 185, 193,"VV 2", 686264, 24602660,  1.72,  0.377
13=, 13,  3.699,  193, 198, 211,"VV  ",14561033,397349987, 27.80,  6.088
14=, 14,  3.835,  211, 215, 226,"VV  ",4335880,162245634, 11.35,  2.486
15=, 15,  3.985,  226, 234, 236,"VV  ",6559025,141309713,  9.89,  2.165
16=, 16,  4.034,  236, 240, 261,"VV  ",29667545,776342531, 54.32, 11.894
17=, 17,  4.257,  261, 267, 303,"VV  ",15231573,519839367, 36.38,  7.964
18=, 18,  4.663,  312, 317, 333,"VV  ", 778364, 41465893,  2.90,  0.635
19=, 19,  4.830,  333, 338, 341,"VV  ", 448550, 12722083,  0.89,  0.195
20=, 20,  4.868,  341, 342, 351,"VV 9", 378046, 15605619,  1.09,  0.239
21=, 21,  4.995,  351, 358, 378,"VV 2",3141020,139722531,  9.78,  2.141
22=, 22,  5.191,  378, 382, 385,"VV 4", 550719, 15511810,  1.09,  0.238
23=, 23,  5.230,  385, 387, 399,"VV 3", 522276, 27424178,  1.92,  0.420
24=, 24,  5.363,  399, 403, 407,"VV 2", 339204, 11382959,  0.80,  0.174
25=, 25,  5.424,  407, 411, 414,"VV 4", 293091,  9195307,  0.64,  0.141
26=, 26,  5.483,  414, 418, 423,"VV 5", 259811, 10249563,  0.72,  0.157
27=, 27,  5.600,  427, 432, 443,"VV 2", 522141, 23680904,  1.66,  0.363
28=, 28,  5.721,  443, 447, 457,"VV 3", 312981, 15238592,  1.07,  0.233
29=, 29,  6.011,  473, 483, 498,"VV  ",2179267, 74325857,  5.20,  1.139
30=, 30,  6.174,  498, 503, 514,"VV 2", 538286, 24108930,  1.69,  0.369
31=, 31,  6.287,  514, 517, 524,"VV 8", 234573,  9647934,  0.68,  0.148
32=, 32,  6.374,  524, 528, 530,"VV  ", 202582,  5966312,  0.42,  0.091
33=, 33,  6.610,  551, 557, 562,"VV  ", 434402, 14776936,  1.03,  0.226
34=, 34,  6.699,  562, 568, 586,"VV  ",1638010, 58870320,  4.12,  0.902
35=, 35,  6.889,  586, 591, 599,"VV 8", 216517,  9095268,  0.64,  0.139
36=, 36,  7.008,  599, 606, 612,"VV 3", 167244,  7032517,  0.49,  0.108
37=, 37,  7.084,  612, 615, 624,"VV 4", 112924,  5011141,  0.35,  0.077
38=, 38,  7.193,  624, 629, 633,"VV  ", 207165,  6034398,  0.42,  0.092
39=, 39,  7.274,  633, 639, 653,"VV  ",2236055, 57049853,  3.99,  0.874
40=, 40,  7.580,  667, 676, 701,"VV  ",1295764, 45589006,  3.19,  0.698
41=, 41,  7.833,  701, 707, 713,"VV 8",  75867,  3200284,  0.22,  0.049
42=, 42,  7.909,  713, 717, 720,"VV 2",  78622,  2164959,  0.15,  0.033
43=, 43,  7.976,  720, 725, 742,"VV  ", 327210, 10587254,  0.74,  0.162
44=, 44,  8.178,  742, 750, 763,"VV 4",  58775,  2560900,  0.18,  0.039
45=, 45,  8.587,  790, 800, 815,"PV  ", 370884, 10316213,  0.72,  0.158
46=, 46,  8.823,  822, 829, 845,"PV 2", 699884, 26529565,  1.86,  0.406
47=, 47,  8.984,  845, 849, 863,"VV 3", 141059,  8140792,  0.57,  0.125
48=, 48,  9.143,  863, 869, 881,"VV  ", 118444,  5287516,  0.37,  0.081
49=, 49,  9.465,  901, 908, 914,"VV 5",  86756,  2611184,  0.18,  0.040
50=, 50,  9.552,  914, 919, 925,"VV 6",  38962,   992921,  0.07,  0.015
51=, 51,  9.984,  965, 972, 986,"VV 4", 110647,  4474289,  0.31,  0.069
52=, 52, 10.368, 1004,1019,1058,"VV 3",11820702,389435299, 27.25,  5.966
53=, 53, 10.723, 1058,1063,1067,"VV 8",  55034,  2437480,  0.17,  0.037
54=, 54, 11.368, 1134,1143,1157,"PV  ", 812197, 27097065,  1.90,  0.415
55=, 55, 11.529, 1157,1162,1173,"VV  ", 143131,  6349911,  0.44,  0.097
56=, 56, 11.652, 1173,1178,1184,"VV 3", 126108,  3991514,  0.28,  0.061
57=, 57, 11.895, 1199,1207,1213,"VV 3",  53811,  1578983,  0.11,  0.024
58=, 58, 12.043, 1221,1226,1232,"PV  ",  36346,   924355,  0.06,  0.014
59=, 59, 12.159, 1232,1240,1247,"PV  ", 188281,  5184432,  0.36,  0.079
60=, 60, 12.460, 1264,1277,1284,"BV  ",  85226,  2655906,  0.19,  0.041
61=, 61, 12.601, 1287,1294,1306,"VV 8",  38178,  1530972,  0.11,  0.023
62=, 62, 13.857, 1435,1449,1462,"PV 5", 236594, 13380669,  0.94,  0.205
63=, 63, 14.015, 1462,1468,1485,"VV 2", 127545,  5503119,  0.39,  0.084
64=, 64, 14.251, 1485,1497,1517,"VV 8", 228314, 12998171,  0.91,  0.199
65=, 65, 14.863, 1563,1573,1606,"PV  ",4251501,132125006,  9.25,  2.024
66=, 66, 15.173, 1606,1611,1623,"VV 7",  57755,  2291864,  0.16,  0.035
67=, 67, 15.530, 1642,1655,1670,"BV 2",  88656,  4068423,  0.28,  0.062
68=, 68, 15.819, 1683,1690,1707,"VV  ", 258374,  8078024,  0.57,  0.124
69=, 69, 16.015, 1707,1715,1725,"VV 5",  39462,  2190279,  0.15,  0.034
70=, 70, 16.406, 1756,1763,1768,"PV 4",  49649,  1368787,  0.10,  0.021
71=, 71, 16.513, 1768,1776,1788,"VV  ", 845039, 23983759,  1.68,  0.367
72=, 72, 16.629, 1788,1790,1800,"VV 5",  36191,  1253823,  0.09,  0.019
73=, 73, 17.635, 1901,1914,1919,"VV 2", 488532, 15869795,  1.11,  0.243
74=, 74, 17.696, 1919,1921,1936,"VV 2", 236403,  8848251,  0.62,  0.136
75=, 75, 17.863, 1936,1942,1960,"VV 3", 102652,  5405660,  0.38,  0.083
76=, 76, 18.123, 1960,1974,2005,"VV  ",1646819, 67331592,  4.71,  1.032
77=, 77, 18.510, 2009,2022,2032,"VV 6", 158052,  6549092,  0.46,  0.100
78=, 78, 18.988, 2064,2081,2085,"PV 4", 179722, 12850709,  0.90,  0.197
79=, 79, 19.036, 2085,2087,2091,"VV 5", 168424,  4855337,  0.34,  0.074
80=, 80, 19.140, 2091,2099,2104,"VV 3", 205263, 12058207,  0.84,  0.185
81=, 81, 19.193, 2104,2106,2116,"VV 8", 173891,  8834900,  0.62,  0.135
82=, 82, 19.297, 2116,2119,2124,"VV 7", 152722,  5823087,  0.41,  0.089
83=, 83, 19.400, 2124,2131,2141,"VV 4", 192570, 13027266,  0.91,  0.200
84=, 84, 19.545, 2141,2149,2159,"VV 6", 279908, 14938714,  1.05,  0.229
85=, 85, 19.702, 2159,2168,2180,"VV  ", 633273, 30230370,  2.12,  0.463
86=, 86, 19.829, 2180,2184,2186,"VV 3", 154200,  4014229,  0.28,  0.062
87=, 87, 19.930, 2186,2197,2227,"VV  ",36031118,1429081611,100.00, 21.895
88=, 88, 20.214, 2227,2232,2237,"VV 2", 442279, 19368097,  1.36,  0.297
89=, 89, 20.310, 2237,2243,2257,"VV 4", 638207, 34219774,  2.39,  0.524
90=, 90, 20.478, 2257,2264,2272,"VV 9", 155483,  8296633,  0.58,  0.127
91=, 91, 20.845, 2299,2309,2317,"VV 2", 272489, 10982819,  0.77,  0.168
92=, 92, 21.189, 2341,2351,2368,"VV 4",  96783,  6691799,  0.47,  0.103
93=, 93, 21.440, 2376,2382,2396,"VV 9",  72506,  4167533,  0.29,  0.064
94=, 94, 21.683, 2405,2412,2426,"VV 8",  95778,  5361918,  0.38,  0.082
95=, 95, 21.875, 2426,2436,2454,"VV 8",  67983,  3299223,  0.23,  0.051
96=, 96, 22.363, 2488,2496,2501,"VV 2",  93303,  3039752,  0.21,  0.047
97=, 97, 22.446, 2501,2506,2511,"VV 4",  74238,  2464920,  0.17,  0.038
98=, 98, 22.542, 2511,2518,2530,"VV 4",  71371,  4653708,  0.33,  0.071
99=, 99, 22.651, 2530,2532,2533,"VV  ",  43145,   559245,  0.04,  0.009
100=,100, 22.730, 2533,2541,2549,"VV 4",  71515,  4205470,  0.29,  0.064
101=,101, 22.829, 2549,2553,2559,"VV 2",  71661,  2931589,  0.21,  0.045
102=,102, 22.957, 2559,2569,2584,"VV 9", 115475,  6464505,  0.45,  0.099
103=,103, 23.294, 2604,2611,2614,"PV 5",  96344,  3152736,  0.22,  0.048
104=,104, 23.448, 2614,2630,2645,"VV 9", 566369, 48404382,  3.39,  0.742
105=,105, 23.622, 2645,2651,2653,"VV 5", 246032,  9393227,  0.66,  0.144
106=,106, 23.693, 2653,2660,2667,"VV  ", 661928, 26868206,  1.88,  0.412
107=,107, 23.819, 2667,2675,2702,"VV  ",4712823,186386543, 13.04,  2.856
108=,108, 24.059, 2702,2705,2714,"VV 3", 191454,  9114402,  0.64,  0.140
109=,109, 24.433, 2744,2751,2757,"VV 8", 140999,  5787429,  0.40,  0.089
110=,110, 24.571, 2757,2768,2784,"VV 3", 257180, 15079062,  1.06,  0.231
111=,111, 24.918, 2800,2811,2817,"VV 2", 383041, 16314274,  1.14,  0.250
112=,112, 25.043, 2817,2826,2828,"VV 9", 184924,  9272208,  0.65,  0.142
113=,113, 25.081, 2828,2831,2833,"VV 3", 190734,  4357305,  0.30,  0.067
114=,114, 25.172, 2833,2842,2852,"VV  ",2440214, 85802937,  6.00,  1.315
115=,115, 25.291, 2852,2857,2877,"VV  ", 269505, 21376674,  1.50,  0.328
116=,116, 25.990, 2931,2943,2946,"VV  ", 206686, 10839388,  0.76,  0.166
117=,117, 26.036, 2946,2948,2951,"VV 3", 210602,  4800725,  0.34,  0.074
118=,118, 26.079, 2951,2953,2959,"VV 6", 206043,  7879865,  0.55,  0.121
119=,119, 26.139, 2959,2961,2964,"VV 3", 207793,  4508319,  0.32,  0.069
120=,120, 26.177, 2964,2966,2978,"VV 8", 212751, 12909860,  0.90,  0.198
121=,121, 26.426, 2989,2996,3016,"VV  ", 186502, 18138482,  1.27,  0.278
122=,122, 27.045, 3061,3072,3091,"VV  ",2273327, 95624177,  6.69,  1.465
123=,123, 27.204, 3091,3092,3112,"VV 2", 178092, 11174936,  0.78,  0.171
124=,124, 28.253, 3211,3221,3226,"VV 2",  40072,  1541084,  0.11,  0.024
125=,125, 28.398, 3226,3239,3265,"VV 4", 275127, 19286629,  1.35,  0.295
126=,126, 28.807, 3283,3289,3301,"VV 4",  56366,  2122140,  0.15,  0.033
127=,127, 29.238, 3334,3342,3354,"VV 4",  44114,  1572286,  0.11,  0.024
128=,128, 29.924, 3415,3427,3433,"PV  ", 105294,  3349167,  0.23,  0.051
129=,129, 30.063, 3433,3444,3461,"VV  ", 109177,  9335458,  0.65,  0.143
130=,130, 30.837, 3528,3539,3547,"VV 3",  49759,  1972952,  0.14,  0.030
131=,131, 31.132, 3568,3576,3582,"VV  ", 143244,  4637723,  0.32,  0.071
132=,132, 31.244, 3582,3589,3602,"VV 2", 107726,  4208192,  0.29,  0.064
133=,133, 32.010, 3666,3684,3711,"VV 2",  87752, 10074784,  0.70,  0.154
134=,134, 32.705, 3758,3769,3777,"VV 2",  31842,   997645,  0.07,  0.015
135=,135, 33.137, 3814,3822,3828,"VV 4",  48385,  1543770,  0.11,  0.024
136=,136, 34.582, 3979,4000,4024,"PV 4",  46308,  2875394,  0.20,  0.044
137=,137, 35.000, 4040,4052,4066,"PV  ", 251613,  7604164,  0.53,  0.117
138=,138, 36.342, 4208,4217,4221,"PV  ",  24934,   761386,  0.05,  0.012
139=,139, 37.391, 4339,4346,4353,"PBA ",  15264,   486347,  0.03,  0.007
[INT TIC: JTB-E02-200-14.D\data.ms]
Time=,Thu Aug 08 10:12:36 2019
Header=,"Peak","R.T.","First","Max","Last","PK  TY","Height","Area","Pct Max","Pct Total"
1=,  1,  2.287,   21,  25,  40,"PV  ",1117750, 23882158,  3.65,  0.540
2=,  2,  2.432,   40,  42,  50,"VV 9",  81304,  2856506,  0.44,  0.065
3=,  3,  2.507,   50,  52,  55,"VV  ",  48189,  1026102,  0.16,  0.023
4=,  4,  2.569,   55,  59,  63,"VV  ", 152959,  2935489,  0.45,  0.066
5=,  5,  2.623,   63,  66,  82,"VV  ", 243439,  6474973,  0.99,  0.146
6=,  6,  2.798,   82,  88, 111,"VV  ", 837788, 20064505,  3.07,  0.453
7=,  7,  3.018,  111, 115, 119,"PV 2",  88656,  1236920,  0.19,  0.028
8=,  8,  3.121,  119, 127, 135,"VV 2",5983300,146113604, 22.32,  3.301
9=,  9,  3.206,  135, 138, 147,"VV  ",1837058, 54814539,  8.37,  1.238
10=, 10,  3.323,  147, 152, 188,"VV  ",6538711,213302561, 32.59,  4.819
11=, 11,  3.693,  188, 198, 210,"VV  ",15756871,408971503, 62.48,  9.240
12=, 12,  3.829,  210, 214, 225,"VV  ",4386716,143691165, 21.95,  3.246
13=, 13,  3.978,  225, 233, 236,"VV 2",2686288, 76255150, 11.65,  1.723
14=, 14,  4.026,  236, 239, 252,"VV  ",2627397, 75334421, 11.51,  1.702
15=, 15,  4.171,  252, 257, 260,"VV 5", 292569, 10270504,  1.57,  0.232
16=, 16,  4.249,  260, 266, 300,"VV  ",16218215,458960029, 70.12, 10.369
17=, 17,  4.656,  308, 316, 331,"BV  ", 445206, 11036218,  1.69,  0.249
18=, 18,  4.821,  331, 337, 350,"PV 2",1275527, 38645772,  5.90,  0.873
19=, 19,  4.980,  350, 356, 363,"VV  ",2455030, 69318904, 10.59,  1.566
20=, 20,  5.052,  363, 365, 377,"VV  ", 628932, 25234562,  3.86,  0.570
21=, 21,  5.181,  377, 381, 384,"VV 4", 338546,  9751370,  1.49,  0.220
22=, 22,  5.221,  384, 386, 398,"VV 2", 304889, 12128889,  1.85,  0.274
23=, 23,  5.356,  398, 402, 406,"VV 3", 150267,  4524886,  0.69,  0.102
24=, 24,  5.413,  406, 409, 413,"VV 4", 115209,  3220924,  0.49,  0.073
25=, 25,  5.471,  413, 417, 421,"VV 4",  94604,  2668107,  0.41,  0.060
26=, 26,  5.589,  425, 431, 442,"VV 2", 321618, 10218395,  1.56,  0.231
27=, 27,  5.712,  442, 446, 459,"VV 2", 189233,  6172304,  0.94,  0.139
28=, 28,  6.000,  475, 482, 495,"PV  ", 751398, 21641661,  3.31,  0.489
29=, 29,  6.161,  495, 502, 512,"VV 2", 395902, 12176002,  1.86,  0.275
30=, 30,  6.274,  512, 515, 521,"VV  ",  82568,  3146960,  0.48,  0.071
31=, 31,  6.357,  521, 526, 539,"VV 5", 163835,  8578881,  1.31,  0.194
32=, 32,  6.499,  539, 543, 547,"VV 5",  94732,  3425667,  0.52,  0.077
33=, 33,  6.596,  547, 555, 561,"VV  ", 289164, 10668548,  1.63,  0.241
34=, 34,  6.687,  561, 566, 586,"VV  ",1488332, 46724653,  7.14,  1.056
35=, 35,  6.995,  599, 604, 611,"PV 5",  93065,  2352920,  0.36,  0.053
36=, 36,  7.078,  611, 614, 621,"VV 5",  36251,  1026235,  0.16,  0.023
37=, 37,  7.180,  621, 627, 630,"VV 3", 137981,  3148514,  0.48,  0.071
38=, 38,  7.250,  630, 636, 645,"VV  ",2609789, 61156523,  9.34,  1.382
39=, 39,  7.574,  667, 675, 691,"PV  ",1023713, 32113458,  4.91,  0.726
40=, 40,  7.824,  697, 706, 711,"VV 9",  40462,  1410267,  0.22,  0.032
41=, 41,  7.900,  711, 716, 718,"VV 2",  41500,   978824,  0.15,  0.022
42=, 42,  7.964,  718, 723, 737,"VV  ", 290476,  7933689,  1.21,  0.179
43=, 43,  8.167,  745, 748, 762,"BV 5",  41020,  1135793,  0.17,  0.026
44=, 44,  8.567,  790, 798, 820,"PV  ", 835388, 22088914,  3.37,  0.499
45=, 45,  8.809,  820, 827, 842,"VV 2", 521207, 19040522,  2.91,  0.430
46=, 46,  8.965,  842, 847, 861,"VV 2", 129223,  7966084,  1.22,  0.180
47=, 47,  9.134,  861, 867, 877,"VV  ", 106196,  5113229,  0.78,  0.116
48=, 48,  9.455,  894, 907, 912,"VV 6",  92742,  4290765,  0.66,  0.097
49=, 49,  9.540,  912, 917, 932,"VV 8",  90176,  3569340,  0.55,  0.081
50=, 50,  9.974,  965, 971, 984,"PV 4", 102311,  3505611,  0.54,  0.079
51=, 51, 10.355,  998,1018,1058,"VV 3",21093308,654549783,100.00, 14.788
52=, 52, 10.700, 1058,1060,1072,"VV 3",  62060,  3625987,  0.55,  0.082
53=, 53, 11.360, 1130,1141,1156,"BV  ", 636785, 21736157,  3.32,  0.491
54=, 54, 11.519, 1156,1161,1171,"VV 2", 142695,  6423520,  0.98,  0.145
55=, 55, 11.637, 1171,1176,1191,"VV 6", 144667,  5766932,  0.88,  0.130
56=, 56, 12.030, 1219,1224,1232,"VV  ",  40631,  1304188,  0.20,  0.029
57=, 57, 12.149, 1232,1239,1248,"VV  ", 156790,  4986238,  0.76,  0.113
58=, 58, 12.448, 1268,1275,1285,"VV 4",  72280,  2749109,  0.42,  0.062
59=, 59, 12.586, 1285,1292,1309,"VV 8",  82758,  3591529,  0.55,  0.081
60=, 60, 13.640, 1407,1422,1427,"PV 8",  24253,   991958,  0.15,  0.022
61=, 61, 13.822, 1432,1445,1460,"VV 5", 261894, 15243789,  2.33,  0.344
62=, 62, 14.004, 1460,1467,1483,"VV 2", 128337,  5690612,  0.87,  0.129
63=, 63, 14.245, 1483,1497,1508,"VV 7", 156299,  9149132,  1.40,  0.207
64=, 64, 14.367, 1508,1512,1517,"VV 5",  50944,  1711019,  0.26,  0.039
65=, 65, 14.854, 1555,1572,1602,"PV  ",4799706,152426222, 23.29,  3.444
66=, 66, 15.115, 1602,1604,1606,"VV 2",  54440,   935261,  0.14,  0.021
67=, 67, 15.157, 1606,1609,1627,"VV 4",  81696,  3048482,  0.47,  0.069
68=, 68, 15.527, 1637,1654,1672,"BV 2",  80903,  4177536,  0.64,  0.094
69=, 69, 15.810, 1679,1689,1697,"PV  ", 473596, 13476279,  2.06,  0.304
70=, 70, 15.913, 1697,1702,1710,"VV 10",  47071,  1487510,  0.23,  0.034
71=, 71, 16.398, 1756,1762,1767,"VV 4",  48540,  1283663,  0.20,  0.029
72=, 72, 16.504, 1767,1775,1788,"VV  ", 929469, 28066640,  4.29,  0.634
73=, 73, 16.632, 1788,1791,1806,"VV 7",  47285,  2000603,  0.31,  0.045
74=, 74, 17.141, 1841,1853,1863,"PV 2",  32208,  1670191,  0.26,  0.038
75=, 75, 17.627, 1903,1913,1934,"VV 4", 853797, 35374783,  5.40,  0.799
76=, 76, 17.888, 1938,1945,1955,"VV 3",  46403,  2070614,  0.32,  0.047
77=, 77, 18.117, 1960,1973,2010,"PV  ", 554879, 26282595,  4.02,  0.594
78=, 78, 18.504, 2010,2021,2031,"PV 6", 286931,  9566205,  1.46,  0.216
79=, 79, 18.838, 2045,2062,2066,"VV 6", 193357, 13906511,  2.12,  0.314
80=, 80, 18.882, 2066,2068,2069,"VV 2", 189432,  3153280,  0.48,  0.071
81=, 81, 18.913, 2069,2071,2073,"VV 2", 189499,  3558795,  0.54,  0.080
82=, 82, 18.974, 2073,2079,2092,"VV 2", 201122, 16754219,  2.56,  0.379
83=, 83, 19.125, 2092,2097,2103,"VV 4", 214778,  9459143,  1.45,  0.214
84=, 84, 19.181, 2103,2104,2116,"VV 7", 164728,  9726181,  1.49,  0.220
85=, 85, 19.398, 2125,2131,2141,"VV 4", 177126, 10977006,  1.68,  0.248
86=, 86, 19.542, 2141,2149,2159,"VV 6", 208664, 11818015,  1.81,  0.267
87=, 87, 19.698, 2159,2168,2179,"VV  ", 484917, 23980653,  3.66,  0.542
88=, 88, 19.819, 2179,2183,2186,"VV 3", 129008,  4130135,  0.63,  0.093
89=, 89, 19.924, 2186,2196,2225,"VV  ",10110972,483448558, 73.86, 10.922
90=, 90, 20.203, 2225,2230,2236,"VV 3", 328453, 15992275,  2.44,  0.361
91=, 91, 20.305, 2236,2243,2256,"VV 3", 502854, 24655193,  3.77,  0.557
92=, 92, 20.472, 2256,2263,2274,"VV 10",  95525,  5336968,  0.82,  0.121
93=, 93, 20.837, 2298,2308,2320,"VV 2", 228201,  8223362,  1.26,  0.186
94=, 94, 21.184, 2342,2351,2366,"VV 2", 123018,  4666126,  0.71,  0.105
95=, 95, 21.676, 2399,2411,2426,"PV 8",  65976,  3324072,  0.51,  0.075
96=, 96, 21.869, 2426,2435,2443,"PV 8",  43544,  1431598,  0.22,  0.032
97=, 97, 22.354, 2488,2495,2501,"VV 2",  86832,  3021765,  0.46,  0.068
98=, 98, 22.449, 2501,2507,2512,"VV 5",  89737,  3723753,  0.57,  0.084
99=, 99, 22.525, 2512,2516,2521,"VV 7",  80228,  3083700,  0.47,  0.070
100=,100, 22.576, 2521,2522,2532,"VV 9",  69810,  3088099,  0.47,  0.070
101=,101, 22.744, 2532,2543,2548,"VV 3", 105297,  5887473,  0.90,  0.133
102=,102, 22.832, 2548,2554,2558,"VV 2",  84204,  3703178,  0.57,  0.084
103=,103, 22.950, 2558,2568,2582,"VV 9", 117519,  7088452,  1.08,  0.160
104=,104, 23.284, 2599,2609,2615,"PV 2", 112478,  5103770,  0.78,  0.115
105=,105, 23.393, 2615,2623,2631,"VV 5", 139258,  8923030,  1.36,  0.202
106=,106, 23.470, 2631,2632,2638,"VV 6", 101400,  3151083,  0.48,  0.071
107=,107, 23.550, 2638,2642,2644,"VV 5",  91651,  2596001,  0.40,  0.059
108=,108, 23.688, 2644,2659,2667,"VV  ", 541984, 26743461,  4.09,  0.604
109=,109, 23.817, 2667,2675,2699,"VV  ",2822512,117520540, 17.95,  2.655
110=,110, 24.056, 2699,2705,2714,"VV 5", 286117, 12791170,  1.95,  0.289
111=,111, 24.173, 2714,2719,2734,"VV 6", 140202, 10319910,  1.58,  0.233
112=,112, 24.433, 2746,2751,2757,"VV 7",  93500,  3157943,  0.48,  0.071
113=,113, 24.570, 2757,2768,2782,"VV 4", 111612,  7530132,  1.15,  0.170
114=,114, 24.917, 2796,2810,2822,"VV 2", 449878, 23112171,  3.53,  0.522
115=,115, 25.026, 2822,2824,2826,"VV 3", 187510,  3802518,  0.58,  0.086
116=,116, 25.169, 2826,2841,2850,"VV  ",2743645,102383053, 15.64,  2.313
117=,117, 25.295, 2850,2857,2874,"VV 3", 951102, 42765295,  6.53,  0.966
118=,118, 25.973, 2930,2940,2946,"VV 3", 219492, 12145529,  1.86,  0.274
119=,119, 26.029, 2946,2947,2950,"VV 3", 212154,  3678729,  0.56,  0.083
120=,120, 26.064, 2950,2952,2954,"VV 3", 219338,  4685444,  0.72,  0.106
121=,121, 26.161, 2954,2964,2976,"VV 9", 212738, 20650874,  3.15,  0.467
122=,122, 26.271, 2976,2977,2990,"VV 10", 180222, 11164361,  1.71,  0.252
123=,123, 26.419, 2990,2995,3015,"VV  ", 202997, 18367896,  2.81,  0.415
124=,124, 27.046, 3061,3073,3087,"VV  ",1023409, 46867225,  7.16,  1.059
125=,125, 27.200, 3087,3092,3107,"VV 3", 168421, 11363452,  1.74,  0.257
126=,126, 27.622, 3137,3144,3150,"VV 8",  65491,  2905007,  0.44,  0.066
127=,127, 27.809, 3160,3167,3188,"VV 8", 100175,  5261992,  0.80,  0.119
128=,128, 28.241, 3208,3220,3226,"VV 8",  49206,  2368741,  0.36,  0.054
129=,129, 28.399, 3226,3239,3264,"VV 4", 130671, 11225149,  1.71,  0.254
130=,130, 29.107, 3317,3326,3336,"VV 4",  38470,  2118706,  0.32,  0.048
131=,131, 29.234, 3336,3342,3356,"VV 4",  55740,  3240817,  0.50,  0.073
132=,132, 29.922, 3415,3427,3434,"PV  ", 852897, 24362702,  3.72,  0.550
133=,133, 30.030, 3434,3440,3441,"VV 5",  64006,  1852431,  0.28,  0.042
134=,134, 30.056, 3441,3443,3462,"VV 7",  69192,  4466805,  0.68,  0.101
135=,135, 30.831, 3530,3539,3550,"VV 2", 212964,  7307529,  1.12,  0.165
136=,136, 31.131, 3567,3575,3582,"VV  ", 143249,  4728641,  0.72,  0.107
137=,137, 31.243, 3582,3589,3599,"VV 5",  87390,  3262230,  0.50,  0.074
138=,138, 31.503, 3615,3621,3627,"VV 5",  34683,  1269324,  0.19,  0.029
139=,139, 31.602, 3627,3633,3639,"VV 10",  43457,  1824304,  0.28,  0.041
